PolicyNo,PolicyHolderID,PolicyHolderName,InsuredID,InsuredName,InsuredDOB,PXIllness,Status,EffectiveDate,ExpiryDate,PremiumAmount,RiderPremiumAmount,OutstandingPremium,RiderOutstandingPremium,ProductCode,EntryDate,CommencementDate,ReinstatementDate,RiderEntryDate,RiderCommencementDate,RiderReinstatementDate,AllowAutoClaim,PolicyYearLimit,PolicyYearBalance,LifetimeLimit,LifetimeBalance,Rider,RiderPrdtCode
20256116,S3267200R,Roy Ross,S4943324M,Mark Cameron,12/20/1954,,1,9/1/2019,8/31/2020,1850.47,614.02,0,0,PEB,9/1/2008,9/1/2009,,9/1/2008,9/1/2009,,Y,150000,150000,10000000,10000000,Y,PEBD
20256118,S3899152L,Lucy Ponce,S3899152L,Lucy Ponce,4/20/1966,,1,9/1/2019,8/31/2020,1850.47,614.02,0,0,PEB,9/1/2008,9/1/2009,,9/1/2008,9/1/2009,,Y,150000,150000,10000000,10000000,Y,PEBD
20256119,S8588004L,Logan Armstrong,S8588004L,Logan Armstrong,8/15/1952,,1,9/1/2019,8/31/2020,4097.2,1071.96,0,0,PEP,9/1/2008,9/1/2009,,9/1/2008,9/1/2009,,Y,350000,350000,10000000,10000000,Y,PEPD
20256120,S7128920R,Rolando Douglas,S7128920R,Rolando Douglas,2/24/1978,,1,9/1/2019,8/31/2020,290.65,152.34,0,0,PEB,9/1/2008,9/1/2009,,9/1/2008,9/1/2009,,Y,150000,150000,10000000,10000000,Y,PEBD
20256121,S2820734W,Wilson Ballard,S2820734W,Wilson Ballard,12/13/1954,Fibrosis or cirrhosis of liver,1,9/1/2019,8/31/2020,290.65,152.34,0,0,PEB,9/1/2008,9/1/2009,,9/1/2008,9/1/2009,,Y,150000,150000,10000000,10000000,Y,PEBD
20256133,S1578084J,Jorden Boone,S1578084J,Jorden Boone,3/28/1954,,1,9/1/2019,8/31/2020,46.73,48.6,0,0,PBB,9/1/2007,9/1/2007,,9/1/2007,9/1/2007,,Y,150000,150000,10000000,10000000,Y,PBBR
20256146,S1469709G,Gilbert Holmes,S4963109L,Landen Norman,4/26/1956,,1,9/1/2019,8/31/2020,62.62,65.42,0,0,PEB,9/1/2008,9/1/2008,,9/1/2008,9/1/2008,,Y,150000,150000,10000000,10000000,Y,PEBD
20256147,S4359815R,Rubi Bradshaw,S4359815R,Rubi Bradshaw,11/14/1968,,1,11/1/2019,10/31/2020,98.13,92.53,0,0,PAA,9/1/2008,9/1/2008,,9/1/2008,9/1/2008,,Y,130000,130000,8999999488,8999999488,Y,PAAD
20256154,S0030887S,Scarlet Holden,S0030887S,Scarlet Holden,6/1/1961,,1,9/1/2019,8/31/2020,62.62,65.42,0,0,PEB,9/1/2008,9/1/2008,,9/1/2008,9/1/2008,,Y,150000,150000,10000000,10000000,Y,PEBD
20256331,S0064403F,Freddy Mcneil,S5966307A,Alden Edwards,6/16/1950,,1,9/1/2019,8/31/2020,290.65,152.34,0,0,PEB,9/1/2008,9/1/2008,,9/1/2008,9/1/2008,,Y,150000,150000,10000000,10000000,Y,PEBD
20256432,S8214233A,Alena Palmer,S8214233A,Alena Palmer,12/21/1981,,1,11/1/2019,10/31/2020,154.21,99.07,0,0,PBB,8/1/2008,11/1/2008,,8/1/2008,11/1/2008,,Y,100000,100000,8999999488,8999999488,Y,PBBD
20256648,S7206306D,Dominik Galvan,S8508197K,Karlie Woodard,7/19/1980,,1,10/1/2019,9/30/2020,1385.98,409.35,0,0,PEB,10/1/2007,10/1/2007,,10/1/2007,10/1/2007,,Y,150000,150000,10000000,10000000,Y,PEBR
20256697,S1219158Y,Yadira Goodwin,S1219158Y,Yadira Goodwin,10/25/2006,,1,10/1/2019,9/30/2020,99.07,71.96,0,0,PEB,10/1/2008,10/1/2008,,10/1/2008,10/1/2008,,Y,150000,150000,10000000,10000000,Y,PEBD
20256707,S1103251R,Rhianna Liu,S1061175G,Gianna Strickland,7/10/1950,,1,10/1/2019,9/30/2020,365.42,194.39,0,0,PEP,10/1/2008,10/1/2008,,10/1/2008,10/1/2008,,Y,150000,150000,10000000,10000000,Y,PEPD
20256878,S9303067Z,Zara Horn,S9303067Z,Zara Horn,1/15/1974,,1,3/1/2020,2/28/2021,600,214.95,0,0,PBB,3/1/2009,3/1/2009,,3/1/2009,3/1/2009,,Y,150000,150000,10000000,10000000,Y,PBBD
20257008,S6998996G,Gillian Horn,S6998996G,Gillian Horn,8/27/2004,,1,11/1/2019,10/31/2020,1850.47,614.02,0,0,PEB,11/1/2008,11/1/2008,,11/1/2008,11/1/2008,,Y,150000,150000,10000000,10000000,Y,PEBD
20257222,S2029462Q,Quintin Gay,S2029462Q,Quintin Gay,4/3/1959,,1,10/1/2019,9/30/2020,3098.13,957.01,0,0,PEA,10/1/2008,10/1/2008,,10/1/2008,10/1/2008,,Y,250000,250000,10000000,10000000,Y,PEAD
20257243,S9421979E,Erica Mayer,S9657109C,Carissa Fletcher,3/17/1960,,1,1/1/2020,12/31/2020,2053.27,675.7,0,0,PEB,1/1/2009,1/1/2009,,1/1/2009,1/1/2009,,Y,150000,150000,10000000,10000000,Y,PEBD
20257244,S5542449O,Olivia Esparza,S5542449O,Olivia Esparza,4/6/1973,,1,1/1/2020,12/31/2020,1884.11,678.1,0,0,PAA,1/1/2007,1/1/2007,,1/1/2007,1/1/2007,,Y,130000,130000,8999999488,8999999488,Y,PAAR
20257246,S7087243O,Oliver Murphy,S7087243O,Oliver Murphy,9/16/1971,,1,1/1/2020,12/31/2020,643.93,269.52,0,0,PCC,1/1/2007,1/1/2007,,1/1/2007,1/1/2007,,Y,70000,70000,350000,350000,Y,PCCR
20257293,S2273561H,Hana Best,S5569944J,Jayden Manning,9/24/1988,,1,12/1/2019,11/30/2020,4097.2,1071.96,0,0,PEP,12/1/2008,12/1/2008,,12/1/2008,12/1/2008,,Y,350000,350000,10000000,10000000,Y,PEPD
20257413,S0441627C,Cora Strickland,S0441627C,Cora Strickland,8/6/1950,Chronic renal disease,1,10/1/2019,9/30/2020,122.43,103.74,0,0,PEP,10/1/2008,10/1/2008,,10/1/2008,10/1/2008,,Y,350000,350000,10000000,10000000,Y,PEPD
20257492,S5425976G,Gaige Spence,S5425976G,Gaige Spence,9/10/1964,,1,12/1/2019,11/30/2020,751.4,433.64,0,0,PCC,12/1/2008,12/1/2008,,12/1/2008,12/1/2008,,Y,70000,70000,350000,350000,Y,PCCD
20257853,S3365312R,Ryland Anthony,S9679960Z,Zackary Cooper,9/13/1957,,1,1/1/2020,12/31/2020,1306.54,472.9,0,0,PEB,1/1/2008,1/1/2008,,1/1/2008,1/1/2008,,Y,150000,150000,10000000,10000000,Y,PEBD
20257895,S5092400R,Rubi Mullen,S5092400R,Rubi Mullen,5/15/2008,,1,11/1/2019,7/31/2020,66.4,69.9,0,0,PEA,8/1/2008,11/1/2008,,8/1/2008,11/1/2008,,Y,350000,350000,10000000,10000000,Y,PEAD
20257897,S9215003S,Salvador Avila,S9215003S,Salvador Avila,11/19/1962,,1,1/1/2020,12/31/2020,48.6,52.34,48.6,52.34,PBB,8/1/2008,1/1/2009,,8/1/2008,1/1/2009,,Y,250000,250000,10000000,10000000,Y,PBBD
20257912,S5613255J,Jayla Vargas,S7106587I,Isiah Cervantes,3/20/1967,,1,2/1/2020,11/30/2020,636.95,244.38,0,0,PEA,12/1/2008,2/1/2009,,12/1/2008,2/1/2009,,Y,350000,350000,10000000,10000000,Y,PEAD
20258107,S2360468A,Annabella Underwood,S6907031A,Adelaide Bernard,5/26/1997,,1,11/1/2019,7/31/2020,91.57,77.59,0,0,PEP,8/1/2008,11/1/2008,,8/1/2008,11/1/2008,,Y,150000,150000,10000000,10000000,Y,PEPD
20258318,S9774124T,Taniya Padilla,S9774124T,Taniya Padilla,6/2/2007,,1,1/1/2020,12/31/2020,41.12,41.12,0,0,PCC,1/1/2009,1/1/2009,,1/1/2009,1/1/2009,,Y,70000,70000,350000,350000,Y,PCCD
20258542,S9900038K,Kyra Crosby,S9900038K,Kyra Crosby,12/14/1966,,1,1/1/2020,12/31/2020,128.97,100.93,0,0,PEA,1/1/2009,1/1/2009,,1/1/2009,1/1/2009,,Y,250000,250000,10000000,10000000,Y,PEAD
20258563,S1395332K,Krish Harper,S1395332K,Krish Harper,5/31/1990,,1,12/1/2019,11/30/2020,166.36,0,0,0,PPP,12/1/2007,12/1/2007,,,,,Y,260000,260000,8999999488,8999999488,N,
20258686,S8799708E,Eli Burke,S8799708E,Eli Burke,4/7/1973,,1,1/1/2020,12/31/2020,2004,0,0,0,IFEC,1/1/2009,1/1/2009,,,,,Y,1000000,1000000,100000,100000,N,
20258855,S4728043J,Justin Mcintosh,S4728043J,Justin Mcintosh,1/14/2009,,1,1/1/2020,12/31/2020,325.23,0,0,0,PPP,1/1/2009,1/1/2009,,,,,Y,260000,260000,8999999488,8999999488,N,
20258865,S4633169H,Houston Hammond,S4633169H,Houston Hammond,6/30/1983,,1,1/1/2020,12/31/2020,225,0,0,0,IFEC,1/1/2009,1/1/2009,,,,,Y,1000000,1000000,100000,100000,N,
20259161,S6784529M,Melanie Trevino,S6784529M,Melanie Trevino,4/17/2004,,1,2/1/2020,1/31/2021,94.39,54.21,0,0,PEC,2/1/2009,2/1/2009,,2/1/2009,2/1/2009,,Y,1000000,1000000,100000,100000,Y,PECD
20259428,S1186434R,Raphael Eaton,S1186434R,Raphael Eaton,1/19/1993,,1,2/1/2020,1/31/2021,1031.78,510.28,0,0,PEP,2/1/2009,2/1/2009,,2/1/2009,2/1/2009,,Y,350000,350000,10000000,10000000,Y,PEPR
20259616,S8940915K,Kevin Bright,S6933690L,Luciano Jacobson,5/12/2002,,1,3/1/2020,2/28/2021,562.62,0,0,0,PPP,3/1/2013,3/1/2013,,,,,Y,260000,260000,8999999488,8999999488,N,
20259619,S2129471C,Claudia Wolf,S8730283J,Jackson Wilcox,9/17/1954,,1,3/1/2020,2/28/2021,1558.88,590.65,0,0,PEC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,100000,100000,10000000,10000000,Y,PECD
20259632,S7756931E,Ellen Vaughn,S0866408L,Luciano Jarvis,5/1/2008,,1,3/1/2020,2/28/2021,336.45,206.54,0,0,PEB,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,150000,150000,10000000,10000000,Y,PEBR
20260142,S1345868K,Korbin Lin,S1345868K,Korbin Lin,9/2/1971,,1,2/1/2020,1/31/2021,1935.51,536.45,0,0,PEC,2/1/2009,2/1/2009,,2/1/2009,2/1/2009,,Y,1000000,1000000,100000,100000,Y,PECD
20260667,S9252052M,Miracle White,S9252052M,Miracle White,4/2/2011,,1,1/1/2020,12/31/2020,52.34,51.4,0,0,PEC,1/1/2009,1/1/2009,,1/1/2009,1/1/2009,,Y,1000000,1000000,100000,100000,Y,PECD
20261275,S2678715H,Hanna Santiago,S0363061F,Fiona Torres,5/9/1999,,1,1/1/2020,12/31/2020,62.62,89.72,0,0,PEB,1/1/2007,1/1/2008,,1/1/2007,1/1/2008,,Y,150000,150000,10000000,10000000,Y,PEBR
20261276,S6907705K,Kendrick Santana,S4346242P,Phoenix Lane,12/25/2012,,1,1/1/2020,12/31/2020,290.65,209.35,0,0,PEB,1/1/2007,1/1/2008,,1/1/2007,1/1/2008,,Y,150000,150000,10000000,10000000,Y,PEBR
20261352,S4762209T,Talia Garcia,S4762209T,Talia Garcia,12/3/1988,,1,1/1/2020,12/31/2020,80.37,57.94,0,0,PBB,1/1/2009,1/1/2009,,1/1/2009,1/1/2009,,Y,100000,100000,8999999488,8999999488,Y,PBBD
20261752,S9423307K,Kolton Ramos,S6286576K,Kailey Malone,8/27/1955,,1,1/1/2020,12/31/2020,142.06,74.77,0,0,PCC,1/1/2008,1/1/2012,,1/1/2008,1/1/2012,,Y,70000,70000,350000,350000,Y,PCCD
20261784,S0991515T,Tiara Christensen,S4108361C,Clare Mcbride,5/26/1989,,1,1/1/2020,12/31/2020,2680.37,738.32,0,0,PEB,1/1/2008,1/1/2012,,1/1/2008,1/1/2012,,Y,150000,150000,10000000,10000000,Y,PEBD
20262616,S2888742E,Enzo Farrell,S2947079J,Jordon Gonzales,2/5/2002,,1,1/1/2020,12/31/2020,46.73,52.34,0,0,PBB,1/1/2008,1/1/2008,,1/1/2008,1/1/2008,,Y,100000,100000,8999999488,8999999488,Y,PBBD
20262626,S9863554L,Libby Conrad,S8378666M,Marina Beard,5/9/1964,,1,1/1/2020,12/31/2020,48.6,52.34,0,0,PBB,1/1/2008,1/1/2009,,1/1/2008,1/1/2009,,Y,100000,100000,8999999488,8999999488,Y,PBBD
20262627,S6505801S,Sidney Flores,S6505801S,Sidney Flores,5/18/1993,,1,1/1/2020,12/31/2020,63.55,43.93,0,0,PCC,1/1/2008,1/1/2009,,1/1/2008,1/1/2009,,Y,70000,70000,350000,350000,Y,PCCD
20262628,S9008307K,Kane Black,S5310125J,Jazmyn Lambert,11/20/1995,,1,1/1/2020,12/31/2020,99.07,71.96,0,0,PEB,1/1/2008,1/1/2009,,1/1/2008,1/1/2009,,Y,150000,150000,10000000,10000000,Y,PEBD
20262630,S3646709C,Carlo Mckee,S8595697T,Turner Turner,4/25/1985,,1,1/1/2020,12/31/2020,169.16,92.52,0,0,PEC,1/1/2008,1/1/2009,,1/1/2008,1/1/2009,,Y,100000,100000,,,Y,PECD
20262632,S5174790I,Izaiah Kerr,S8668968L,Luca Hawkins,11/26/1988,,1,1/1/2020,12/31/2020,80.37,57.94,0,0,PBB,1/1/2008,1/1/2009,,1/1/2008,1/1/2009,,Y,100000,100000,8999999488,8999999488,Y,PBBD
20262633,S5075565R,Rohan Mayer,S4211205M,Marlon Lucero,8/8/1974,,1,1/1/2020,12/31/2020,133.64,74.77,0,0,PCC,1/1/2008,1/1/2009,,1/1/2008,1/1/2009,,Y,70000,70000,350000,350000,Y,PCCD
20262635,S5192536M,Madeleine Lee,S0353427H,Haylee Landry,4/9/1956,,1,1/1/2020,12/31/2020,1962.62,614.02,0,0,PEB,1/1/2008,1/1/2009,,1/1/2008,1/1/2009,,Y,150000,150000,10000000,10000000,Y,PEBD
20262636,S9358437E,Ezra Bryan,S8531608C,Carley Barnes,7/2/1971,,1,1/1/2020,12/31/2020,292.52,114.95,0,0,PEC,1/1/2008,1/1/2009,,1/1/2008,1/1/2009,,Y,100000,100000,,,Y,PECD
20262738,S1513070M,Maria Palmer,S9772469D,Deven Lara,9/14/1974,,1,2/1/2020,1/31/2021,764.49,268.22,0,0,PEB,2/1/2009,2/1/2009,,2/1/2009,2/1/2009,,Y,500000,500000,10000000,10000000,Y,PEBD
20262813,S7216682A,Aaliyah Sanford,S9743208J,Jasmine Bridges,12/29/2008,,1,2/1/2020,1/31/2021,48.6,52.34,0,0,PBB,2/1/2009,2/1/2009,,2/1/2009,2/1/2009,,Y,100000,100000,8999999488,8999999488,Y,PBBD
20262840,S5033913E,Esteban Leach,S2531199J,Jorge Wiggins,12/21/1978,,1,2/1/2020,1/31/2021,325.23,0,0,0,PPP,2/1/2009,2/1/2009,,,,,Y,260000,260000,8999999488,8999999488,N,
20263199,S8126578Z,Zachary Cooper,S8126578Z,Zachary Cooper,10/24/1981,,1,5/1/2020,4/30/2021,171.03,99.07,0,0,PBB,5/1/2009,5/1/2009,,5/1/2009,5/1/2009,,Y,100000,100000,8999999488,8999999488,Y,PBBD
20263216,S0297310A,Angeline Gray,S0297310A,Angeline Gray,3/3/1958,,1,5/1/2020,4/30/2021,46.73,93.46,0,0,PEA,5/1/2009,5/1/2009,,5/1/2009,5/1/2009,,Y,250000,250000,10000000,10000000,Y,PEAD
20263230,S7377378S,Seamus Hays,S6115939Y,Yael Suarez,5/10/1959,,1,5/1/2020,4/30/2021,111.21,0,0,0,PPP,5/1/2009,5/1/2010,,,,,Y,260000,260000,8999999488,8999999488,N,
20263401,S4278057E,Edith Shaffer,S8502278B,Brennen Jensen,3/31/1972,,1,5/1/2020,4/30/2021,88.79,93.46,0,0,PEA,5/1/2009,5/1/2009,,5/1/2009,5/1/2009,,Y,250000,250000,10000000,10000000,Y,PEAD
20264097,S2391452A,Alayna Gross,S7219447J,Jean Norman,3/14/1969,,1,9/1/2019,8/31/2020,48.6,92.52,0,0,PBB,9/1/2009,9/1/2009,,9/1/2009,9/1/2009,,Y,100000,100000,8999999488,8999999488,Y,PCRIC
20264107,S3347573D,Dexter Bryant,S5809825S,Steve Oconnor,3/26/1979,,1,12/1/2019,11/30/2020,2184.11,588.79,0,0,PEP,12/1/2008,12/1/2008,,12/1/2008,12/1/2008,,Y,500000,500000,10000000,10000000,Y,PEPD
20264108,S9276111B,Byron Adkins,S7299396N,Nathaniel Acevedo,7/31/1974,,1,12/1/2019,11/30/2020,2184.11,588.79,0,0,PEP,12/1/2008,12/1/2008,,12/1/2008,12/1/2008,,Y,350000,350000,10000000,10000000,Y,PEPD
20264172,S1212752B,Brice Flores,S9833332V,Valerie Campos,3/10/1985,,1,9/1/2019,8/31/2020,122.43,0,0,0,PEP,9/1/2009,9/1/2009,,,,,Y,500000,500000,10000000,10000000,N,
20264178,S6830804K,Kathryn Ferguson,S8690929N,Noe Vasquez,3/22/1988,,1,12/1/2019,11/30/2020,88.79,93.46,0,0,PEA,6/1/2009,6/1/2009,,6/1/2009,6/1/2009,,Y,250000,250000,10000000,10000000,Y,PEAD
20265263,S8477367R,Ruth Holden,S5781402E,Eileen Figueroa,7/28/1971,,1,12/1/2019,11/30/2020,365.42,194.39,0,0,PEP,6/1/2009,6/1/2009,,6/1/2009,6/1/2009,,Y,500000,500000,10000000,10000000,Y,PEPD
20265911,S7608152P,Payton Fernandez,S3379443K,Kaitlynn Buchanan,2/17/2007,,1,9/1/2019,8/31/2020,99.07,0,0,0,PEB,9/1/2009,9/1/2009,,,,,Y,150000,150000,10000000,10000000,N,
20265998,S4895338K,Kathleen Ramos,S5940511R,Romeo Torres,1/12/1979,,1,9/1/2019,8/31/2020,128.97,0,0,0,PEA,9/1/2009,9/1/2009,,,,,Y,250000,250000,10000000,10000000,N,
20266209,S0500119K,Kianna Landry,S1499083K,Karsyn Warner,9/20/1987,,1,9/1/2019,8/31/2020,390.05,216.82,0,0,PEA,9/1/2009,9/1/2009,,9/1/2009,9/1/2009,,Y,250000,250000,10000000,10000000,Y,PEAD
20266337,S7810786T,Tatiana Key,S9926184K,Kimora Tran,7/10/1987,,1,9/1/2019,8/31/2020,174.95,0,0,0,PEP,9/1/2009,9/1/2009,,,,,Y,600000,600000,10000000,10000000,N,
20266504,S2269212Y,Yaretzi Mann,S0148365R,Reese Crane,6/21/1960,,1,9/1/2019,8/31/2020,365.42,194.39,0,0,PEP,9/1/2009,9/1/2009,,9/1/2009,9/1/2009,,Y,500000,500000,10000000,10000000,Y,PEPD
20266520,S3491923D,Dennis Terry,S6981509M,Monique Bond,9/25/1953,,1,9/1/2019,8/31/2020,88.79,92.52,0,0,PEA,9/1/2009,9/1/2009,,9/1/2009,9/1/2009,,Y,250000,250000,10000000,10000000,Y,PCRIC
20266525,S5287218C,Casey Vasquez,S9823210K,Kiley Solis,3/13/2001,,1,9/1/2019,8/31/2020,65.42,92.52,0,0,PEB,9/1/2009,9/1/2009,,9/1/2009,9/1/2009,,Y,150000,150000,10000000,10000000,Y,PCRIC
20266527,S3433215K,Kasey Vargas,S2381921J,Joey Winters,11/21/2002,,1,9/1/2019,8/31/2020,65.42,92.52,0,0,PEB,9/1/2009,9/1/2009,,9/1/2009,9/1/2009,,Y,150000,150000,10000000,10000000,Y,PCRIC
20266529,S9161521H,Hadassah Mullen,S2715944E,Ezekiel Garrison,11/14/1996,,1,9/1/2019,8/31/2020,122.43,92.52,0,0,PEP,9/1/2009,9/1/2009,,9/1/2009,9/1/2009,,Y,500000,500000,10000000,10000000,Y,PCRIC
20266562,S6971598H,Harper Ross,S8317930S,Santos Beck,9/17/1961,,1,9/1/2019,8/31/2020,65.42,0,0,0,PEB,9/1/2009,9/1/2009,,,,,Y,150000,150000,10000000,10000000,N,
20266563,S1997764G,Gilbert Hill,S9683748D,Dillon Daugherty,11/8/1995,,1,9/1/2019,8/31/2020,95.33,93.46,0,55.5,PEA,9/1/2009,9/1/2009,,9/1/2009,9/1/2009,,Y,400000,400000,10000000,10000000,Y,PEAD
20266570,S6314338A,Annabelle Pitts,S7766365D,Dominique Moon,3/23/1952,,1,9/1/2019,8/31/2020,65.42,0,0,0,PEB,9/1/2009,9/1/2009,,,,,Y,150000,150000,10000000,10000000,N,
20266571,S3079360D,Deandre Vincent,S7770614R,Rene Mcguire,6/24/1951,,1,9/1/2019,8/31/2020,193.46,0,0,0,PEB,9/1/2009,9/1/2009,,,,,Y,150000,150000,10000000,10000000,N,
20266574,S5055059M,Makenzie Pennington,S8147636F,Finnegan Hoover,9/10/1950,,1,9/1/2019,8/31/2020,65.42,0,0,0,PEB,9/1/2009,9/1/2009,,,,,Y,150000,150000,10000000,10000000,N,
20266580,S6474906E,Eliana Terry,S0355073H,Hana Lamb,12/21/2012,Congenital heart disease,1,9/1/2019,8/31/2020,88.79,93.46,0,0,PEA,9/1/2009,9/1/2009,,9/1/2009,9/1/2009,,Y,250000,250000,10000000,10000000,Y,PEAD
20266582,S4286631A,Alyssa Russell,S2103012N,Noah Wilkerson,12/2/2006,,1,9/1/2019,8/31/2020,88.79,0,0,0,PEA,9/1/2009,9/1/2009,,,,,Y,250000,250000,10000000,10000000,N,
20266589,S5842996K,Kaylah Bird,S1382874D,Deshawn Saunders,9/13/1981,Congenital heart disease,1,9/1/2019,8/31/2020,30.84,0,0,0,PEB,9/1/2009,9/1/2009,,,,,Y,150000,150000,10000000,10000000,N,
20266595,S3668308T,Tucker Bright,S4968710M,Marianna Walls,9/10/2001,,1,9/1/2019,8/31/2020,95.33,92.52,0,0,PEA,9/1/2009,9/1/2009,,9/1/2009,9/1/2009,,Y,400000,400000,10000000,10000000,Y,PCRIC
20266597,S7188279L,Layne Pope,S6170826E,Emery Brock,6/2/1985,Congenital heart disease,1,9/1/2019,8/31/2020,122.43,92.52,0,0,PEP,9/1/2009,9/1/2009,,9/1/2009,9/1/2009,,Y,500000,500000,10000000,10000000,Y,PCRIC
20266601,S9241790A,Aaliyah Lucero,S3268054R,Regan Barr,12/31/1971,,1,10/1/2019,9/30/2020,122.43,0,0,0,PEP,10/1/2009,10/1/2009,,,,,Y,500000,500000,10000000,10000000,N,
20266607,S1419879T,Trystan Owen,S2156824C,Chase Zuniga,9/19/1953,Congenital heart disease,1,9/1/2019,8/31/2020,85.05,0,0,0,IFEB,9/1/2009,9/1/2009,,,,,Y,150000,150000,10000000,10000000,N,
20266614,S0898276B,Bianca Donaldson,S5101725M,Maximilian Montgomery,7/14/1966,,1,12/1/2019,11/30/2020,259.81,140.19,0,0,PAA,9/1/2009,9/1/2011,,6/1/2009,9/1/2011,,Y,130000,130000,8999999488,8999999488,Y,PAAD
20266620,S4380788S,Samara Austin,S9703883A,Addison Wise,7/16/1957,,1,9/1/2019,8/31/2020,88.79,92.52,0,0,PEA,9/1/2009,9/1/2009,,9/1/2009,9/1/2009,,Y,250000,250000,10000000,10000000,Y,PCRIC
20266621,S9303222S,Stacy Love,S1585995M,Morgan Frost,1/17/2002,,1,9/1/2019,8/31/2020,65.42,65.42,0,0,PEB,9/1/2009,9/1/2011,,9/1/2009,9/1/2011,,Y,150000,150000,10000000,10000000,Y,PEBD
20266622,S4293933N,Nylah Bolton,S6177978T,Trevin Mcbride,9/13/1995,,1,9/1/2019,8/31/2020,122.43,92.52,0,0,PEP,9/1/2009,9/1/2009,,9/1/2009,9/1/2009,,Y,500000,500000,10000000,10000000,Y,PCRIC
20266625,S1336077J,Jaxon Velazquez,S1310004M,Myah Hurley,5/22/1958,,1,9/1/2019,8/31/2020,88.79,92.52,0,0,PEA,9/1/2009,9/1/2009,,9/1/2009,9/1/2009,,Y,250000,250000,10000000,10000000,Y,PCRIC
20266626,S3679910I,Isiah Ingram,S3679910I,Isiah Ingram,10/2/1982,,1,9/1/2019,8/31/2020,111.21,0,0,0,PPP,9/1/2009,9/1/2009,,,,,Y,260000,260000,8999999488,8999999488,N,
20266628,S0131609M,Mariana Lowe,S8398708M,Milagros Mckenzie,8/24/1960,,1,9/1/2019,8/31/2020,274.77,175.7,0,0,PEA,9/1/2009,9/1/2009,,9/1/2009,9/1/2009,,Y,250000,250000,10000000,10000000,Y,PEAD
20266630,S2235738G,Grant Fields,S0576106N,Nikhil Watkins,12/5/1968,,1,9/1/2019,8/31/2020,65.42,65.42,0,0,PEB,9/1/2009,9/1/2009,,9/1/2009,9/1/2009,,Y,150000,150000,10000000,10000000,Y,PEBD
20266632,S9275578A,Alice Mercer,S3966094D,Diana Mcdowell,9/7/2012,,1,9/1/2019,8/31/2020,48.6,52.34,0,0,PBB,9/1/2009,9/1/2009,,9/1/2009,9/1/2009,,Y,100000,100000,8999999488,8999999488,Y,PBBD
20266633,S4570804M,Milagros Green,S1037767K,Kason Hays,10/12/1950,,1,9/1/2019,8/31/2020,65.42,0,0,0,PEB,9/1/2009,9/1/2009,,,,,Y,150000,150000,10000000,10000000,N,
20266640,S7497054K,Kassandra Moody,S8639055A,Amari Herman,9/15/1957,,1,9/1/2019,8/31/2020,122.43,0,0,0,PEP,9/1/2009,9/1/2009,,,,,Y,500000,500000,10000000,10000000,N,
20266714,S1894756J,Jamar Dorsey,S2202471C,Cristopher Jordan,3/5/1986,,1,9/1/2019,8/31/2020,76.53,108.24,0,0,PEB,7/1/2009,7/1/2009,,7/1/2009,7/1/2009,,Y,150000,150000,10000000,10000000,Y,PCRIC
20266733,S8131559R,Randy Zhang,S9750272D,Donald Fitzpatrick,10/27/1979,,1,9/1/2019,8/31/2020,46.73,92.52,0,0,PBB,9/1/2009,9/1/2009,,9/1/2009,9/1/2009,,Y,130000,130000,8999999488,8999999488,Y,PCRIC
20266743,S2750723Y,Yamilet Harper,S2750723Y,Yamilet Harper,7/23/1990,,1,9/1/2019,8/31/2020,65.42,92.52,0,0,PEB,9/1/2009,9/1/2009,,9/1/2009,9/1/2009,,Y,150000,150000,10000000,10000000,Y,PCRIC
20267871,S5481516T,Tessa Webster,S0952391S,Shirley Bruce,5/7/1999,,1,9/1/2019,8/31/2020,65.42,65.42,0,0,PEB,9/1/2009,9/1/2009,,9/1/2009,9/1/2009,,Y,150000,150000,10000000,10000000,Y,PEBD
20268154,S1637395J,Jeffery Stokes,S5948676A,Alissa Middleton,1/30/2011,,1,9/1/2019,8/31/2020,65.42,65.42,0,0,PEB,9/1/2009,9/1/2009,,9/1/2009,9/1/2009,,Y,150000,150000,10000000,10000000,Y,PEBD
20268155,S6315299D,Deangelo Ingram,S4299827B,Bella Anthony,6/5/1979,,1,9/1/2019,8/31/2020,122.43,103.74,0,103.74,PEP,9/1/2009,9/1/2009,,9/1/2009,9/1/2009,,Y,600000,600000,10000000,10000000,Y,PEPD
20268159,S0979299L,Lyric Reid,S6898493J,Jairo Huynh,10/31/1977,,1,9/1/2019,8/31/2020,85.05,0,0,0,IFEB,9/1/2009,9/1/2009,,,,,Y,150000,150000,10000000,10000000,N,
20268160,S3339003L,Lucy Weiss,S7656856P,Peter Maldonado,11/10/2000,,1,9/1/2019,8/31/2020,71.96,0,0,0,IPEB,9/1/2009,9/1/2009,,,,,Y,150000,150000,10000000,10000000,N,
20268161,S4703887J,Jamya Mccormick,S1069836R,Raegan Bailey,11/12/1992,,1,9/1/2019,8/31/2020,88.79,93.46,0,0,PEA,9/1/2009,9/1/2009,,9/1/2009,9/1/2009,,Y,250000,250000,10000000,10000000,Y,PEAD
20268162,S3802146A,Abdiel Short,S8729887J,Jaime Sutton,9/27/2011,,1,9/1/2019,8/31/2020,65.42,0,0,0,PEB,9/1/2009,9/1/2009,,,,,Y,150000,150000,10000000,10000000,N,
